rebalance_date,symbol,cap_bucket,sector,reason
2021-06-01,TITAGARH,small,Capital Goods,no_shares
2021-06-01,TITAN,large,Consumer Durables,ranked
2021-06-01,TMPV,large,Automobile and Auto Components,no_shares
2021-06-01,TNPETRO,small,Chemicals,ranked
2021-06-01,TNPL,small,Forest Materials,ranked
2021-06-01,TNTELE,small,Telecommunication,ranked
2021-06-01,TOKYOPLAST,small,Consumer Durables,ranked
2021-06-01,TORNTPHARM,large,Healthcare,ranked
2021-06-01,TOTAL,small,Services,ranked
2021-06-01,TOUCHWOOD,small,Consumer Services,ranked
2021-06-01,TPHQ,small,Construction,no_shares
2021-06-01,TPLPLASTEH,small,Capital Goods,ranked
2021-06-01,TRANSWORLD,small,Services,no_shares
2021-06-01,TREEHOUSE,small,Consumer Services,ranked
2021-06-01,TREJHARA,small,Information Technology,ranked
2021-06-01,TRENT,large,Consumer Services,ranked
2021-06-01,TRF,small,Capital Goods,ranked
2021-06-01,TRIDENT,small,Textiles,ranked
2021-06-01,TRIGYN,small,Information Technology,ranked
2021-06-01,TRITURBINE,small,Capital Goods,ranked
2021-06-01,TRIVENI,small,Fast Moving Consumer Goods,ranked
2021-06-01,TTKHLTCARE,small,Diversified,ranked
2021-06-01,TTKPRESTIG,small,Consumer Durables,ranked
2021-06-01,TTL,small,Textiles,ranked
2021-06-01,TTML,small,Telecommunication,ranked
2021-06-01,TVSELECT,small,Information Technology,ranked
2021-06-01,TVSMOTOR,large,Automobile and Auto Components,ranked
2021-06-01,TVSSRICHAK,small,Automobile and Auto Components,ranked
2021-06-01,TVTODAY,small,"Media, Entertainment & Publication",ranked
2021-06-01,TVVISION,small,"Media, Entertainment & Publication",ranked
2021-06-01,UBL,mid,Fast Moving Consumer Goods,ranked
2021-06-01,UCAL,small,Automobile and Auto Components,no_shares
2021-06-01,UFLEX,small,Capital Goods,ranked
2021-06-01,UFO,small,"Media, Entertainment & Publication",ranked
2021-06-01,UGARSUGAR,small,Fast Moving Consumer Goods,ranked
2021-06-01,ULTRACEMCO,large,Construction Materials,ranked
2021-06-01,UMESLTD,small,Consumer Services,ranked
2021-06-01,UNICHEMLAB,small,Healthcare,ranked
2021-06-01,UNIENTER,small,Chemicals,ranked
2021-06-01,UNITDSPR,mid,Fast Moving Consumer Goods,no_shares
2021-06-01,UNITECH,small,Realty,ranked
2021-06-01,UNITEDTEA,small,Fast Moving Consumer Goods,ranked
2021-06-01,UNIVAFOODS,small,Consumer Services,no_shares
2021-06-01,UNIVASTU,small,Construction,ranked
2021-06-01,UNIVCABLES,small,Capital Goods,ranked
2021-06-01,UNIVPHOTO,small,Consumer Durables,ranked
2021-06-01,UNOMINDA,mid,Automobile and Auto Components,no_shares
2021-06-01,UPL,mid,Chemicals,ranked
2021-06-01,URJA,small,Capital Goods,ranked
2021-06-01,USHAMART,small,Capital Goods,ranked
2021-06-01,VADILALIND,small,Fast Moving Consumer Goods,ranked
2021-06-01,VAIBHAVGBL,small,Consumer Durables,ranked
2021-06-01,VAKRANGEE,small,Information Technology,ranked
2021-06-01,VARDHACRLC,small,Textiles,ranked
2021-06-01,VARDMNPOLY,small,Textiles,ranked
2021-06-01,VARROC,small,Automobile and Auto Components,ranked
2021-06-01,VASCONEQ,small,Realty,ranked
2021-06-01,VASWANI,small,Metals & Mining,ranked
2021-06-01,VBL,large,Fast Moving Consumer Goods,ranked
2021-06-01,VEDL,large,Metals & Mining,ranked
2021-06-01,VEEDOL,small,"Oil, Gas & Consumable Fuels",no_shares
2021-06-01,VENKEYS,small,Fast Moving Consumer Goods,ranked
2021-06-01,VENUSREM,small,Healthcare,ranked
2021-06-01,VERTOZ,small,"Media, Entertainment & Publication",ranked
2021-06-01,VESUVIUS,small,Capital Goods,ranked
2021-06-01,VETO,small,Consumer Durables,ranked
2021-06-01,VGUARD,small,Consumer Durables,ranked
2021-06-01,VIDHIING,small,Chemicals,ranked
2021-06-01,VIKASECO,small,Chemicals,ranked
2021-06-01,VIMTALABS,small,Healthcare,ranked
2021-06-01,VINATIORGA,small,Chemicals,ranked
2021-06-01,VINDHYATEL,small,Construction,ranked
2021-06-01,VINYLINDIA,small,Chemicals,ranked
2021-06-01,VIPCLOTHNG,small,Textiles,ranked
2021-06-01,VIPIND,small,Consumer Durables,ranked
2021-06-01,VIPULLTD,small,Realty,ranked
2021-06-01,VISACHROME,small,Metals & Mining,no_fetch
2021-06-01,VISAKAIND,small,Construction Materials,ranked
2021-06-01,VISHNU,small,Chemicals,ranked
2021-06-01,VISHWARAJ,small,Fast Moving Consumer Goods,ranked
2021-06-01,VIVIDHA,small,Textiles,ranked
2021-06-01,VIYASH,small,Healthcare,no_shares
2021-06-01,VMART,small,Consumer Services,ranked
2021-06-01,VOLTAMP,small,Capital Goods,ranked
2021-06-01,VOLTAS,mid,Consumer Durables,ranked
2021-06-01,VRLLOG,small,Services,ranked
2021-06-01,VSSL,small,Capital Goods,ranked
2021-06-01,VSTIND,small,Fast Moving Consumer Goods,ranked
2021-06-01,VTL,small,Textiles,ranked
2021-06-01,WAAREEINDO,small,Capital Goods,no_shares
2021-06-01,WALCHANNAG,small,Capital Goods,ranked
2021-06-01,WANBURY,small,Healthcare,ranked
2021-06-01,WEIZMANIND,small,Textiles,ranked
2021-06-01,WELCORP,small,Capital Goods,ranked
2021-06-01,WELENT,small,Construction,ranked
2021-06-01,WELSPUNLIV,small,Textiles,no_shares
2021-06-01,WENDT,small,Capital Goods,ranked
2021-06-01,WHEELS,small,Automobile and Auto Components,ranked
2021-06-01,WHIRLPOOL,small,Consumer Durables,ranked
2021-06-01,WINDMACHIN,small,Capital Goods,ranked
2021-06-01,WIPL,small,Consumer Durables,ranked
2021-06-01,WIPRO,large,Information Technology,ranked
2021-06-01,WOCKPHARMA,small,Healthcare,ranked
2021-06-01,WONDERLA,small,Consumer Services,ranked
2021-06-01,WORTHPERI,small,Capital Goods,no_shares
2021-06-01,WSI,small,Construction,ranked
2021-06-01,WSTCSTPAPR,small,Forest Materials,ranked
2021-06-01,XCHANGING,small,Information Technology,ranked
2021-06-01,XELPMOC,small,Information Technology,ranked
2021-06-01,XPROINDIA,small,Capital Goods,ranked
2021-06-01,ZEEL,small,"Media, Entertainment & Publication",ranked
2021-06-01,ZEELEARN,small,Consumer Services,ranked
2021-06-01,ZEEMEDIA,small,"Media, Entertainment & Publication",ranked
2021-06-01,ZENITHEXPO,small,Consumer Durables,ranked
2021-06-01,ZENITHSTL,small,Capital Goods,ranked
2021-06-01,ZENSARTECH,small,Information Technology,ranked
2021-06-01,ZENTEC,small,Capital Goods,ranked
2021-06-01,ZODIACLOTH,small,Textiles,ranked
2021-06-01,ZOTA,small,Healthcare,ranked
2021-06-01,ZUARI,small,Chemicals,ranked
2021-06-01,ZUARIIND,small,Fast Moving Consumer Goods,no_shares
2021-06-01,ZYDUSLIFE,mid,Healthcare,no_shares
2021-06-01,ZYDUSWELL,small,Fast Moving Consumer Goods,ranked
2022-06-01,20MICRONS,small,Metals & Mining,ranked
2022-06-01,3IINFOLTD,small,Information Technology,ranked
2022-06-01,3MINDIA,mid,Diversified,ranked
2022-06-01,63MOONS,small,Information Technology,no_shares
2022-06-01,A2ZINFRA,small,Construction,ranked
2022-06-01,AAREYDRUGS,small,Healthcare,ranked
2022-06-01,AARON,small,Capital Goods,ranked
2022-06-01,AARTIDRUGS,small,Healthcare,ranked
2022-06-01,AARTIIND,small,Chemicals,ranked
2022-06-01,AARTISURF,small,Chemicals,ranked
2022-06-01,AARVI,small,Services,ranked
2022-06-01,ABB,large,Capital Goods,ranked
2022-06-01,ABBOTINDIA,mid,Healthcare,ranked
2022-06-01,ABFRL,small,Consumer Services,ranked
2022-06-01,ABMINTLLTD,small,Services,ranked
2022-06-01,ABREL,small,Realty,no_shares
2022-06-01,ACC,small,Construction Materials,ranked
2022-06-01,ACCURACY,small,Services,ranked
2022-06-01,ACE,small,Capital Goods,ranked
2022-06-01,ACUTAAS,small,Healthcare,no_shares
2022-06-01,ADANIENT,large,Metals & Mining,ranked
2022-06-01,ADANIPORTS,large,Services,ranked
2022-06-01,ADFFOODS,small,Fast Moving Consumer Goods,ranked
2022-06-01,ADL,small,Consumer Durables,ranked
2022-06-01,ADOR,small,Capital Goods,no_shares
2022-06-01,ADROITINFO,small,Information Technology,ranked
2022-06-01,ADSL,small,Information Technology,ranked
2022-06-01,ADVANIHOTR,small,Consumer Services,ranked
2022-06-01,ADVENZYMES,small,Healthcare,ranked
2022-06-01,AEGISLOG,small,"Oil, Gas & Consumable Fuels",no_shares
2022-06-01,AFFLE,small,Information Technology,ranked
2022-06-01,AGARIND,small,Chemicals,ranked
2022-06-01,AGI,small,Capital Goods,ranked
2022-06-01,AGRITECH,small,Fast Moving Consumer Goods,ranked
2022-06-01,AGROPHOS,small,Chemicals,ranked
2022-06-01,AHLADA,small,Consumer Durables,ranked
2022-06-01,AHLEAST,small,Consumer Services,ranked
2022-06-01,AHLUCONT,small,Construction,ranked
2022-06-01,AHLWEST,small,Consumer Services,ranked
2022-06-01,AIAENG,small,Capital Goods,ranked
2022-06-01,AIRAN,small,Information Technology,ranked
2022-06-01,AIROLAM,small,Consumer Durables,ranked
2022-06-01,AJANTPHARM,small,Healthcare,ranked
2022-06-01,AJOONI,small,Fast Moving Consumer Goods,ranked
2022-06-01,AKASH,small,Construction,ranked
2022-06-01,AKG,small,Services,ranked
2022-06-01,AKSHOPTFBR,small,Telecommunication,ranked
2022-06-01,ALANKIT,small,Services,ranked
2022-06-01,ALBERTDAVD,small,Healthcare,ranked
2022-06-01,ALEMBICLTD,small,Realty,ranked
2022-06-01,ALICON,small,Automobile and Auto Components,ranked
2022-06-01,ALIVUS,small,Healthcare,no_shares
2022-06-01,ALKALI,small,Chemicals,ranked
2022-06-01,ALKEM,mid,Healthcare,ranked
2022-06-01,ALKYLAMINE,small,Chemicals,ranked
2022-06-01,ALLCARGO,small,Services,ranked
2022-06-01,ALLDIGI,small,Services,no_shares
2022-06-01,ALOKINDS,small,Textiles,ranked
2022-06-01,ALPA,small,Healthcare,ranked
2022-06-01,ALPHAGEO,small,"Oil, Gas & Consumable Fuels",ranked
2022-06-01,AMBER,small,Consumer Durables,ranked
2022-06-01,AMBICAAGAR,small,Fast Moving Consumer Goods,ranked
2022-06-01,AMBIKCO,small,Textiles,ranked
2022-06-01,AMBUJACEM,large,Construction Materials,ranked
2022-06-01,AMDIND,small,Capital Goods,ranked
2022-06-01,AMJLAND,small,Realty,ranked
2022-06-01,AMRUTANJAN,small,Healthcare,ranked
2022-06-01,ANANTRAJ,small,Realty,ranked
2022-06-01,ANDHRAPAP,small,Forest Materials,ranked
2022-06-01,ANDHRSUGAR,small,Chemicals,ranked
2022-06-01,ANIKINDS,small,Services,ranked
2022-06-01,ANMOL,small,"Oil, Gas & Consumable Fuels",ranked
2022-06-01,ANSALAPI,small,Realty,ranked
2022-06-01,ANTELOPUS,small,"Oil, Gas & Consumable Fuels",no_shares
2022-06-01,ANTGRAPHIC,small,Capital Goods,ranked
2022-06-01,ANUP,small,Capital Goods,ranked
2022-06-01,ANURAS,small,Chemicals,ranked
2022-06-01,APARINDS,mid,Capital Goods,ranked
2022-06-01,APCL,small,Construction Materials,ranked
2022-06-01,APCOTEXIND,small,Capital Goods,ranked
2022-06-01,APEX,small,Fast Moving Consumer Goods,ranked
2022-06-01,APLAPOLLO,mid,Capital Goods,ranked
2022-06-01,APLLTD,small,Healthcare,ranked
2022-06-01,APOLLO,small,Capital Goods,ranked
2022-06-01,APOLLOHOSP,large,Healthcare,ranked
2022-06-01,APOLLOTYRE,small,Automobile and Auto Components,ranked
2022-06-01,APOLSINHOT,small,Consumer Services,ranked
2022-06-01,APTECHT,small,Consumer Services,ranked
2022-06-01,ARCHIDPLY,small,Consumer Durables,ranked
2022-06-01,ARCHIES,small,Consumer Durables,ranked
2022-06-01,ARE&M,small,Automobile and Auto Components,no_shares
2022-06-01,ARENTERP,small,Metals & Mining,ranked
2022-06-01,ARIES,small,Chemicals,ranked
2022-06-01,ARIHANTSUP,small,Realty,ranked
2022-06-01,AROGRANITE,small,Consumer Durables,ranked
2022-06-01,ARROWGREEN,small,Capital Goods,ranked
2022-06-01,ARSHIYA,small,Services,ranked
2022-06-01,ARTEMISMED,small,Healthcare,no_fetch
2022-06-01,ARTNIRMAN,small,Realty,ranked
2022-06-01,ARVEE,small,Chemicals,ranked
2022-06-01,ARVIND,small,Textiles,ranked
2022-06-01,ARVINDFASN,small,Consumer Services,ranked
2022-06-01,ARVSMART,small,Realty,ranked
2022-06-01,ASAHIINDIA,small,Automobile and Auto Components,ranked
2022-06-01,ASAHISONG,small,Chemicals,ranked
2022-06-01,ASAL,small,Automobile and Auto Components,ranked
2022-06-01,ASHAPURMIN,small,Metals & Mining,ranked
2022-06-01,ASHIANA,small,Realty,ranked
2022-06-01,ASHIMASYN,small,Textiles,ranked
2022-06-01,ASHOKA,small,Construction,ranked
2022-06-01,ASHOKLEY,mid,Capital Goods,ranked
2022-06-01,ASIANENE,small,"Oil, Gas & Consumable Fuels",ranked
2022-06-01,ASIANHOTNR,small,Consumer Services,ranked
2022-06-01,ASIANPAINT,large,Consumer Durables,ranked
2022-06-01,ASIANTILES,small,Consumer Durables,ranked
2022-06-01,ASPINWALL,small,Services,ranked
2022-06-01,ASTEC,small,Chemicals,ranked
2022-06-01,ASTERDM,small,Healthcare,ranked
2022-06-01,ASTRAL,mid,Capital Goods,ranked
2022-06-01,ASTRAMICRO,small,Capital Goods,ranked
2022-06-01,ASTRAZEN,small,Healthcare,ranked
2022-06-01,ATLANTAA,small,Construction,no_shares
2022-06-01,ATLASCYCLE,small,Consumer Durables,no_shares
2022-06-01,ATUL,small,Chemicals,ranked
2022-06-01,ATULAUTO,small,Capital Goods,ranked
2022-06-01,AURIONPRO,small,Information Technology,ranked
2022-06-01,AUROPHARMA,mid,Healthcare,ranked
2022-06-01,AURUM,small,Information Technology,ranked
2022-06-01,AURUS,small,Consumer Durables,no_fetch
2022-06-01,AUSOMENT,small,Consumer Durables,ranked
2022-06-01,AUTOAXLES,small,Automobile and Auto Components,ranked
2022-06-01,AUTOIND,small,Automobile and Auto Components,ranked
2022-06-01,AVADHSUGAR,small,Fast Moving Consumer Goods,ranked
2022-06-01,AVANTIFEED,small,Fast Moving Consumer Goods,ranked
2022-06-01,AVTNPL,small,Fast Moving Consumer Goods,ranked
2022-06-01,AWL,small,Fast Moving Consumer Goods,ranked
2022-06-01,AXISCADES,small,Capital Goods,ranked
2022-06-01,BAFNAPH,small,Healthcare,ranked
2022-06-01,BAGFILMS,small,"Media, Entertainment & Publication",ranked
2022-06-01,BAJAJ-AUTO,large,Automobile and Auto Components,ranked
2022-06-01,BAJAJCON,small,Fast Moving Consumer Goods,ranked
2022-06-01,BAJAJHCARE,small,Healthcare,ranked
2022-06-01,BAJAJHIND,small,Fast Moving Consumer Goods,ranked
2022-06-01,BALAJITELE,small,"Media, Entertainment & Publication",ranked
2022-06-01,BALAMINES,small,Chemicals,ranked
2022-06-01,BALAXI,small,Healthcare,ranked
2022-06-01,BALKRISHNA,small,Forest Materials,ranked
2022-06-01,BALKRISIND,mid,Automobile and Auto Components,ranked
2022-06-01,BALMLAWRIE,small,Diversified,ranked
2022-06-01,BALPHARMA,small,Healthcare,ranked
2022-06-01,BALRAMCHIN,small,Fast Moving Consumer Goods,ranked
2022-06-01,BANARBEADS,small,Consumer Durables,ranked
2022-06-01,BANARISUG,small,Fast Moving Consumer Goods,ranked
2022-06-01,BANCOINDIA,small,Automobile and Auto Components,ranked
2022-06-01,BANG,small,Textiles,ranked
2022-06-01,BANSWRAS,small,Textiles,ranked
2022-06-01,BASF,small,Chemicals,ranked
2022-06-01,BASML,small,Textiles,ranked
2022-06-01,BATAINDIA,small,Consumer Durables,ranked
2022-06-01,BAYERCROP,small,Chemicals,ranked
2022-06-01,BBL,small,Capital Goods,ranked
2022-06-01,BBOX,small,Information Technology,ranked
2022-06-01,BBTC,small,Fast Moving Consumer Goods,ranked
2022-06-01,BCG,small,Information Technology,ranked
2022-06-01,BCLIND,small,Fast Moving Consumer Goods,ranked
2022-06-01,BCONCEPTS,small,Consumer Services,ranked
2022-06-01,BDL,mid,Capital Goods,ranked
2022-06-01,BEARDSELL,small,Capital Goods,ranked
2022-06-01,BECTORFOOD,small,Fast Moving Consumer Goods,ranked
2022-06-01,BEDMUTHA,small,Capital Goods,ranked
2022-06-01,BEL,large,Capital Goods,ranked
2022-06-01,BEML,small,Capital Goods,ranked
2022-06-01,BEPL,small,Chemicals,ranked
2022-06-01,BERGEPAINT,mid,Consumer Durables,ranked
2022-06-01,BGLOBAL,small,Information Technology,ranked
2022-06-01,BGRENERGY,small,Construction,ranked
2022-06-01,BHAGCHEM,small,Chemicals,ranked
2022-06-01,BHAGERIA,small,Chemicals,ranked
2022-06-01,BHAGYANGR,small,Metals & Mining,ranked
2022-06-01,BHANDARI,small,Textiles,ranked
2022-06-01,BHARATFORG,mid,Automobile and Auto Components,ranked
2022-06-01,BHARATGEAR,small,Automobile and Auto Components,ranked
2022-06-01,BHARATRAS,small,Chemicals,ranked
2022-06-01,BHARATWIRE,small,Capital Goods,ranked
2022-06-01,BHARTIARTL,large,Telecommunication,ranked
2022-06-01,BIGBLOC,small,Construction Materials,ranked
2022-06-01,BIL,small,Consumer Durables,ranked
2022-06-01,BIOCON,mid,Healthcare,ranked
2022-06-01,BIOFILCHEM,small,Healthcare,ranked
2022-06-01,BIRLACORPN,small,Construction Materials,ranked
2022-06-01,BIRLANU,small,Construction Materials,no_shares
2022-06-01,BLISSGVS,small,Healthcare,ranked
2022-06-01,BLKASHYAP,small,Construction,ranked
2022-06-01,BLS,small,Consumer Services,ranked
2022-06-01,BLUECOAST,small,Consumer Services,ranked
2022-06-01,BLUEDART,small,Services,ranked
2022-06-01,BLUESTARCO,mid,Consumer Durables,ranked
2022-06-01,BODALCHEM,small,Chemicals,ranked
2022-06-01,BOMDYEING,small,Textiles,ranked
2022-06-01,BOROLTD,small,Consumer Durables,ranked
2022-06-01,BORORENEW,small,Capital Goods,ranked
2022-06-01,BOSCH-HCIL,small,Consumer Durables,no_shares
2022-06-01,BOSCHLTD,large,Automobile and Auto Components,ranked
2022-06-01,BPCL,large,"Oil, Gas & Consumable Fuels",ranked
2022-06-01,BPL,small,Consumer Durables,ranked
2022-06-01,BRIGADE,small,Realty,ranked
2022-06-01,BRITANNIA,large,Fast Moving Consumer Goods,ranked
2022-06-01,BRNL,small,Construction,ranked
2022-06-01,BROOKS,small,Healthcare,ranked
2022-06-01,BSHSL,small,Fast Moving Consumer Goods,ranked
2022-06-01,BSL,small,Textiles,ranked
2022-06-01,BSOFT,small,Information Technology,ranked
2022-06-01,BUTTERFLY,small,Consumer Durables,ranked
2022-06-01,BVCL,small,Construction Materials,ranked
2022-06-01,BYKE,small,Consumer Services,ranked
2022-06-01,CALSOFT,small,Information Technology,ranked
2022-06-01,CAMLINFINE,small,Chemicals,ranked
2022-06-01,CANTABIL,small,Textiles,ranked
2022-06-01,CAPACITE,small,Construction,ranked
2022-06-01,CAPLIPOINT,small,Healthcare,ranked
2022-06-01,CARBORUNIV,small,Capital Goods,ranked
2022-06-01,CARTRADE,small,Consumer Services,ranked
2022-06-01,CARYSIL,small,Consumer Durables,no_shares
2022-06-01,CASTROLIND,small,"Oil, Gas & Consumable Fuels",ranked
2022-06-01,CCCL,small,Realty,ranked
2022-06-01,CCHHL,small,Consumer Services,ranked
2022-06-01,CCL,small,Fast Moving Consumer Goods,ranked
2022-06-01,CEATLTD,small,Automobile and Auto Components,ranked
2022-06-01,CELEBRITY,small,Textiles,ranked
2022-06-01,CEMPRO,small,Construction,no_shares
2022-06-01,CENTEXT,small,Capital Goods,ranked
2022-06-01,CENTUM,small,Capital Goods,ranked
2022-06-01,CENTURYPLY,small,Consumer Durables,ranked
2022-06-01,CERA,small,Consumer Durables,ranked
2022-06-01,CEREBRAINT,small,Information Technology,ranked
2022-06-01,CHALET,small,Consumer Services,ranked
2022-06-01,CHAMBLFERT,small,Chemicals,ranked
2022-06-01,CHEMBOND,small,Chemicals,ranked
2022-06-01,CHEMCON,small,Chemicals,ranked
2022-06-01,CHEMFAB,small,Chemicals,ranked
2022-06-01,CHEMPLASTS,small,Chemicals,ranked
2022-06-01,CHENNPETRO,small,"Oil, Gas & Consumable Fuels",ranked
2022-06-01,CIEINDIA,small,Automobile and Auto Components,no_shares
2022-06-01,CINELINE,small,"Media, Entertainment & Publication",ranked
2022-06-01,CINEVISTA,small,Realty,ranked
2022-06-01,CIPLA,large,Healthcare,ranked
2022-06-01,CLEAN,small,Chemicals,ranked
2022-06-01,CLEDUCATE,small,Consumer Services,ranked
2022-06-01,CLSEL,small,Fast Moving Consumer Goods,no_shares
2022-06-01,CMICABLES,small,Capital Goods,ranked
2022-06-01,CMSINFO,small,Services,ranked
2022-06-01,CNL,small,Services,no_shares
2022-06-01,COALINDIA,large,"Oil, Gas & Consumable Fuels",ranked
2022-06-01,COASTCORP,small,Fast Moving Consumer Goods,ranked
2022-06-01,COCHINSHIP,mid,Capital Goods,ranked
2022-06-01,COFFEEDAY,small,Consumer Services,ranked
2022-06-01,COFORGE,mid,Information Technology,ranked
2022-06-01,COHANCE,small,Healthcare,no_shares
2022-06-01,COLPAL,mid,Fast Moving Consumer Goods,ranked
2022-06-01,COMPUSOFT,small,Consumer Services,ranked
2022-06-01,CONCOR,mid,Services,ranked
2022-06-01,CONFIPET,small,"Oil, Gas & Consumable Fuels",ranked
2022-06-01,CONTROLPR,small,Information Technology,ranked
2022-06-01,CORDSCABLE,small,Capital Goods,ranked
2022-06-01,COROMANDEL,mid,Chemicals,ranked
2022-06-01,COSMOFIRST,small,Capital Goods,no_shares
2022-06-01,COUNCODOS,small,Realty,ranked
2022-06-01,CRAFTSMAN,small,Automobile and Auto Components,ranked
2022-06-01,CREATIVEYE,small,"Media, Entertainment & Publication",ranked
2022-06-01,CROWN,small,Capital Goods,ranked
2022-06-01,CTE,small,Information Technology,ranked
2022-06-01,CUBEXTUB,small,Capital Goods,ranked
2022-06-01,CUMMINSIND,large,Capital Goods,ranked
2022-06-01,CUPID,small,Fast Moving Consumer Goods,ranked
2022-06-01,CYBERMEDIA,small,"Media, Entertainment & Publication",ranked
2022-06-01,CYBERTECH,small,Information Technology,ranked
2022-06-01,CYIENT,small,Information Technology,ranked
2022-06-01,DABUR,mid,Fast Moving Consumer Goods,ranked
2022-06-01,DALBHARAT,mid,Construction Materials,ranked
2022-06-01,DALMIASUG,small,Fast Moving Consumer Goods,ranked
2022-06-01,DAMODARIND,small,Textiles,ranked
2022-06-01,DANGEE,small,Fast Moving Consumer Goods,ranked
2022-06-01,DATAMATICS,small,Information Technology,ranked
2022-06-01,DATAPATTNS,small,Capital Goods,ranked
2022-06-01,DBCORP,small,"Media, Entertainment & Publication",ranked
2022-06-01,DBL,small,Construction,ranked
2022-06-01,DBREALTY,small,Realty,ranked
2022-06-01,DCAL,small,Healthcare,ranked
2022-06-01,DCM,small,Information Technology,ranked
2022-06-01,DCMNVL,small,Textiles,ranked
2022-06-01,DCMSHRIRAM,small,Diversified,ranked
2022-06-01,DCMSRIND,small,Fast Moving Consumer Goods,no_shares
2022-06-01,DCW,small,Chemicals,ranked
2022-06-01,DEEPAKFERT,small,Chemicals,ranked
2022-06-01,DEEPAKNTR,small,Chemicals,ranked
2022-06-01,DEEPINDS,small,"Oil, Gas & Consumable Fuels",ranked
2022-06-01,DELTACORP,small,Consumer Services,ranked
2022-06-01,DELTAMAGNT,small,Capital Goods,ranked
2022-06-01,DEN,small,"Media, Entertainment & Publication",ranked
2022-06-01,DENORA,small,Capital Goods,ranked
2022-06-01,DEVIT,small,Information Technology,ranked
2022-06-01,DEVYANI,small,Consumer Services,ranked
2022-06-01,DGCONTENT,small,"Media, Entertainment & Publication",ranked
2022-06-01,DHAMPURSUG,small,Fast Moving Consumer Goods,ranked
2022-06-01,DHANUKA,small,Chemicals,ranked
2022-06-01,DHARAN,small,Realty,no_shares
2022-06-01,DIAMONDYD,small,Fast Moving Consumer Goods,ranked
2022-06-01,DICIND,small,Chemicals,ranked
2022-06-01,DIGISPICE,small,Information Technology,ranked
2022-06-01,DIGJAMLMTD,small,Textiles,no_shares
2022-06-01,DISHTV,small,"Media, Entertainment & Publication",ranked
2022-06-01,DIVISLAB,large,Healthcare,ranked
2022-06-01,DIXON,mid,Consumer Durables,ranked
2022-06-01,DLF,large,Realty,ranked
2022-06-01,DLINKINDIA,small,Information Technology,ranked
2022-06-01,DMART,large,Consumer Services,ranked
2022-06-01,DMCC,small,Chemicals,no_shares
2022-06-01,DNAMEDIA,small,"Media, Entertainment & Publication",ranked
2022-06-01,DODLA,small,Fast Moving Consumer Goods,ranked
2022-06-01,DOLLAR,small,Textiles,ranked
2022-06-01,DPABHUSHAN,small,Consumer Durables,ranked
2022-06-01,DPWIRES,small,Capital Goods,ranked
2022-06-01,DRCSYSTEMS,small,Information Technology,ranked
2022-06-01,DREDGECORP,small,Services,ranked
2022-06-01,DRREDDY,large,Healthcare,ranked
2022-06-01,DSKULKARNI,small,Realty,no_shares
2022-06-01,DSSL,small,Information Technology,ranked
2022-06-01,DTIL,small,Fast Moving Consumer Goods,ranked
2022-06-01,DUCON,small,Capital Goods,ranked
2022-06-01,DVL,small,Capital Goods,ranked
2022-06-01,DWARKESH,small,Fast Moving Consumer Goods,ranked
2022-06-01,DYNAMATECH,small,Capital Goods,ranked
2022-06-01,DYNPRO,small,Chemicals,ranked
2022-06-01,EASEMYTRIP,small,Consumer Services,ranked
2022-06-01,EASTSILK,small,Textiles,ranked
2022-06-01,ECLERX,small,Services,ranked
2022-06-01,EICHERMOT,large,Automobile and Auto Components,ranked
2022-06-01,EIDPARRY,small,Fast Moving Consumer Goods,ranked
2022-06-01,EIFFL,small,Fast Moving Consumer Goods,ranked
2022-06-01,EIHAHOTELS,small,Consumer Services,ranked
2022-06-01,EIHOTEL,small,Consumer Services,ranked
2022-06-01,EIMCOELECO,small,Capital Goods,ranked
2022-06-01,EKC,small,Capital Goods,ranked
2022-06-01,ELECON,small,Capital Goods,ranked
2022-06-01,ELECTCAST,small,Capital Goods,ranked
2022-06-01,ELECTHERM,small,Capital Goods,ranked
2022-06-01,ELGIEQUIP,small,Capital Goods,ranked
2022-06-01,ELGIRUBCO,small,Capital Goods,ranked
2022-06-01,EMAMILTD,small,Fast Moving Consumer Goods,ranked
2022-06-01,EMAMIPAP,small,Forest Materials,no_price
2022-06-01,EMAMIREAL,small,Realty,ranked
2022-06-01,EMBDL,small,Realty,no_shares
2022-06-01,ENDURANCE,mid,Automobile and Auto Components,ranked
2022-06-01,ENGINERSIN,small,Construction,ranked
2022-06-01,ENIL,small,"Media, Entertainment & Publication",ranked
2022-06-01,EPIGRAL,small,Chemicals,no_shares
2022-06-01,EPL,small,Capital Goods,ranked
2022-06-01,EQUIPPP,small,Information Technology,ranked
2022-06-01,ERIS,small,Healthcare,ranked
2022-06-01,ESABINDIA,small,Capital Goods,ranked
2022-06-01,ESCORTS,mid,Capital Goods,ranked
2022-06-01,ESSARSHPNG,small,Services,ranked
2022-06-01,ESSENTIA,small,Services,ranked
2022-06-01,ESTER,small,Capital Goods,ranked
2022-06-01,ETERNAL,large,Consumer Services,no_shares
2022-06-01,EUROTEXIND,small,Textiles,ranked
2022-06-01,EVEREADY,small,Fast Moving Consumer Goods,ranked
2022-06-01,EVERESTIND,small,Construction Materials,ranked
2022-06-01,EXCELINDUS,small,Chemicals,ranked
2022-06-01,EXIDEIND,small,Automobile and Auto Components,ranked
2022-06-01,EXPLEOSOL,small,Information Technology,ranked
2022-06-01,EXXARO,small,Consumer Durables,ranked
