rebalance_date,symbol,cap_bucket,sector,reason
2019-06-01,20MICRONS,small,Metals & Mining,ranked
2019-06-01,3MINDIA,mid,Diversified,ranked
2019-06-01,63MOONS,small,Information Technology,no_shares
2019-06-01,A2ZINFRA,small,Construction,ranked
2019-06-01,AARTIDRUGS,small,Healthcare,ranked
2019-06-01,AARTIIND,small,Chemicals,ranked
2019-06-01,ABB,large,Capital Goods,ranked
2019-06-01,ABBOTINDIA,mid,Healthcare,ranked
2019-06-01,ABFRL,small,Consumer Services,ranked
2019-06-01,ABREL,small,Realty,no_shares
2019-06-01,ACC,small,Construction Materials,ranked
2019-06-01,ACE,small,Capital Goods,ranked
2019-06-01,ADANIENT,large,Metals & Mining,ranked
2019-06-01,ADANIPORTS,large,Services,ranked
2019-06-01,ADFFOODS,small,Fast Moving Consumer Goods,ranked
2019-06-01,ADOR,small,Capital Goods,no_shares
2019-06-01,ADROITINFO,small,Information Technology,ranked
2019-06-01,ADSL,small,Information Technology,ranked
2019-06-01,ADVANIHOTR,small,Consumer Services,ranked
2019-06-01,ADVENZYMES,small,Healthcare,ranked
2019-06-01,AEGISLOG,small,"Oil, Gas & Consumable Fuels",no_shares
2019-06-01,AGARIND,small,Chemicals,ranked
2019-06-01,AGI,small,Capital Goods,no_shares
2019-06-01,AGRITECH,small,Fast Moving Consumer Goods,no_shares
2019-06-01,AGROPHOS,small,Chemicals,ranked
2019-06-01,AHLEAST,small,Consumer Services,ranked
2019-06-01,AHLUCONT,small,Construction,ranked
2019-06-01,AHLWEST,small,Consumer Services,ranked
2019-06-01,AIAENG,small,Capital Goods,ranked
2019-06-01,AJANTPHARM,small,Healthcare,ranked
2019-06-01,AKSHOPTFBR,small,Telecommunication,ranked
2019-06-01,ALANKIT,small,Services,ranked
2019-06-01,ALBERTDAVD,small,Healthcare,no_shares
2019-06-01,ALEMBICLTD,small,Realty,ranked
2019-06-01,ALICON,small,Automobile and Auto Components,ranked
2019-06-01,ALKALI,small,Chemicals,ranked
2019-06-01,ALKEM,mid,Healthcare,ranked
2019-06-01,ALKYLAMINE,small,Chemicals,ranked
2019-06-01,ALLCARGO,small,Services,ranked
2019-06-01,ALLDIGI,small,Services,no_shares
2019-06-01,ALPA,small,Healthcare,ranked
2019-06-01,ALPHAGEO,small,"Oil, Gas & Consumable Fuels",ranked
2019-06-01,AMBER,small,Consumer Durables,ranked
2019-06-01,AMBICAAGAR,small,Fast Moving Consumer Goods,no_shares
2019-06-01,AMBIKCO,small,Textiles,ranked
2019-06-01,AMBUJACEM,large,Construction Materials,ranked
2019-06-01,AMDIND,small,Capital Goods,ranked
2019-06-01,AMJLAND,small,Realty,ranked
2019-06-01,AMRUTANJAN,small,Healthcare,ranked
2019-06-01,ANANTRAJ,small,Realty,ranked
2019-06-01,ANDHRAPAP,small,Forest Materials,no_shares
2019-06-01,ANDHRSUGAR,small,Chemicals,ranked
2019-06-01,ANIKINDS,small,Services,ranked
2019-06-01,ANSALAPI,small,Realty,ranked
2019-06-01,ANTELOPUS,small,"Oil, Gas & Consumable Fuels",no_shares
2019-06-01,ANTGRAPHIC,small,Capital Goods,ranked
2019-06-01,APARINDS,mid,Capital Goods,ranked
2019-06-01,APCOTEXIND,small,Capital Goods,ranked
2019-06-01,APEX,small,Fast Moving Consumer Goods,ranked
2019-06-01,APLAPOLLO,mid,Capital Goods,ranked
2019-06-01,APLLTD,small,Healthcare,ranked
2019-06-01,APOLLOHOSP,large,Healthcare,ranked
2019-06-01,APOLLOTYRE,small,Automobile and Auto Components,ranked
2019-06-01,APOLSINHOT,small,Consumer Services,ranked
2019-06-01,APTECHT,small,Consumer Services,ranked
2019-06-01,ARCHIES,small,Consumer Durables,ranked
2019-06-01,ARE&M,small,Automobile and Auto Components,no_shares
2019-06-01,ARENTERP,small,Metals & Mining,ranked
2019-06-01,ARIES,small,Chemicals,ranked
2019-06-01,ARIHANTSUP,small,Realty,no_shares
2019-06-01,AROGRANITE,small,Consumer Durables,ranked
2019-06-01,ARROWGREEN,small,Capital Goods,ranked
2019-06-01,ARSHIYA,small,Services,ranked
2019-06-01,ARVIND,small,Textiles,ranked
2019-06-01,ARVINDFASN,small,Consumer Services,ranked
2019-06-01,ARVSMART,small,Realty,ranked
2019-06-01,ASAHIINDIA,small,Automobile and Auto Components,ranked
2019-06-01,ASAHISONG,small,Chemicals,ranked
2019-06-01,ASAL,small,Automobile and Auto Components,ranked
2019-06-01,ASHAPURMIN,small,Metals & Mining,ranked
2019-06-01,ASHIANA,small,Realty,ranked
2019-06-01,ASHIMASYN,small,Textiles,ranked
2019-06-01,ASHOKA,small,Construction,ranked
2019-06-01,ASHOKLEY,mid,Capital Goods,ranked
2019-06-01,ASIANHOTNR,small,Consumer Services,ranked
2019-06-01,ASIANPAINT,large,Consumer Durables,ranked
2019-06-01,ASIANTILES,small,Consumer Durables,ranked
2019-06-01,ASPINWALL,small,Services,ranked
2019-06-01,ASTEC,small,Chemicals,ranked
2019-06-01,ASTERDM,small,Healthcare,ranked
2019-06-01,ASTRAL,mid,Capital Goods,ranked
2019-06-01,ASTRAMICRO,small,Capital Goods,ranked
2019-06-01,ASTRAZEN,small,Healthcare,ranked
2019-06-01,ATLANTAA,small,Construction,no_shares
2019-06-01,ATLASCYCLE,small,Consumer Durables,ranked
2019-06-01,ATUL,small,Chemicals,ranked
2019-06-01,ATULAUTO,small,Capital Goods,ranked
2019-06-01,AURIONPRO,small,Information Technology,ranked
2019-06-01,AUROPHARMA,mid,Healthcare,ranked
2019-06-01,AURUM,small,Information Technology,no_shares
2019-06-01,AURUS,small,Consumer Durables,no_fetch
2019-06-01,AUSOMENT,small,Consumer Durables,ranked
2019-06-01,AUTOAXLES,small,Automobile and Auto Components,ranked
2019-06-01,AUTOIND,small,Automobile and Auto Components,ranked
2019-06-01,AVADHSUGAR,small,Fast Moving Consumer Goods,ranked
2019-06-01,AVANTIFEED,small,Fast Moving Consumer Goods,no_shares
2019-06-01,AVTNPL,small,Fast Moving Consumer Goods,ranked
2019-06-01,AXISCADES,small,Capital Goods,ranked
2019-06-01,BAGFILMS,small,"Media, Entertainment & Publication",ranked
2019-06-01,BAJAJ-AUTO,large,Automobile and Auto Components,ranked
2019-06-01,BAJAJCON,small,Fast Moving Consumer Goods,ranked
2019-06-01,BAJAJHIND,small,Fast Moving Consumer Goods,ranked
2019-06-01,BALAJITELE,small,"Media, Entertainment & Publication",ranked
2019-06-01,BALAMINES,small,Chemicals,ranked
2019-06-01,BALAXI,small,Healthcare,ranked
2019-06-01,BALKRISHNA,small,Forest Materials,ranked
2019-06-01,BALKRISIND,mid,Automobile and Auto Components,ranked
2019-06-01,BALMLAWRIE,small,Diversified,ranked
2019-06-01,BALPHARMA,small,Healthcare,ranked
2019-06-01,BALRAMCHIN,small,Fast Moving Consumer Goods,ranked
2019-06-01,BANARBEADS,small,Consumer Durables,ranked
2019-06-01,BANARISUG,small,Fast Moving Consumer Goods,ranked
2019-06-01,BANCOINDIA,small,Automobile and Auto Components,ranked
2019-06-01,BANG,small,Textiles,ranked
2019-06-01,BANSWRAS,small,Textiles,ranked
2019-06-01,BASF,small,Chemicals,ranked
2019-06-01,BASML,small,Textiles,ranked
2019-06-01,BATAINDIA,small,Consumer Durables,ranked
2019-06-01,BAYERCROP,small,Chemicals,ranked
2019-06-01,BBL,small,Capital Goods,ranked
2019-06-01,BBOX,small,Information Technology,no_shares
2019-06-01,BBTC,small,Fast Moving Consumer Goods,ranked
2019-06-01,BCG,small,Information Technology,ranked
2019-06-01,BDL,mid,Capital Goods,ranked
2019-06-01,BEARDSELL,small,Capital Goods,ranked
2019-06-01,BEDMUTHA,small,Capital Goods,ranked
2019-06-01,BEL,large,Capital Goods,ranked
2019-06-01,BEML,small,Capital Goods,ranked
2019-06-01,BEPL,small,Chemicals,ranked
2019-06-01,BERGEPAINT,mid,Consumer Durables,ranked
2019-06-01,BGLOBAL,small,Information Technology,ranked
2019-06-01,BGRENERGY,small,Construction,ranked
2019-06-01,BHAGYANGR,small,Metals & Mining,no_shares
2019-06-01,BHANDARI,small,Textiles,no_shares
2019-06-01,BHARATFORG,mid,Automobile and Auto Components,ranked
2019-06-01,BHARATGEAR,small,Automobile and Auto Components,ranked
2019-06-01,BHARATRAS,small,Chemicals,ranked
2019-06-01,BHARATWIRE,small,Capital Goods,ranked
2019-06-01,BHARTIARTL,large,Telecommunication,ranked
2019-06-01,BIGBLOC,small,Construction Materials,ranked
2019-06-01,BIL,small,Consumer Durables,ranked
2019-06-01,BIOCON,mid,Healthcare,ranked
2019-06-01,BIOFILCHEM,small,Healthcare,ranked
2019-06-01,BIRLACORPN,small,Construction Materials,ranked
2019-06-01,BIRLANU,small,Construction Materials,no_shares
2019-06-01,BLISSGVS,small,Healthcare,ranked
2019-06-01,BLKASHYAP,small,Construction,ranked
2019-06-01,BLS,small,Consumer Services,ranked
2019-06-01,BLUECOAST,small,Consumer Services,ranked
2019-06-01,BLUEDART,small,Services,ranked
2019-06-01,BLUESTARCO,mid,Consumer Durables,ranked
2019-06-01,BODALCHEM,small,Chemicals,ranked
2019-06-01,BOMDYEING,small,Textiles,ranked
2019-06-01,BORORENEW,small,Capital Goods,no_shares
2019-06-01,BOSCH-HCIL,small,Consumer Durables,no_shares
2019-06-01,BOSCHLTD,large,Automobile and Auto Components,ranked
2019-06-01,BPCL,large,"Oil, Gas & Consumable Fuels",ranked
2019-06-01,BPL,small,Consumer Durables,ranked
2019-06-01,BRIGADE,small,Realty,ranked
2019-06-01,BRITANNIA,large,Fast Moving Consumer Goods,ranked
2019-06-01,BRNL,small,Construction,ranked
2019-06-01,BSL,small,Textiles,ranked
2019-06-01,BSOFT,small,Information Technology,ranked
2019-06-01,BUTTERFLY,small,Consumer Durables,ranked
2019-06-01,BVCL,small,Construction Materials,ranked
2019-06-01,BYKE,small,Consumer Services,no_shares
2019-06-01,CALSOFT,small,Information Technology,ranked
2019-06-01,CAMLINFINE,small,Chemicals,ranked
2019-06-01,CANTABIL,small,Textiles,ranked
2019-06-01,CAPACITE,small,Construction,ranked
2019-06-01,CAPLIPOINT,small,Healthcare,no_shares
2019-06-01,CARBORUNIV,small,Capital Goods,ranked
2019-06-01,CASTROLIND,small,"Oil, Gas & Consumable Fuels",ranked
2019-06-01,CCCL,small,Realty,ranked
2019-06-01,CCHHL,small,Consumer Services,ranked
2019-06-01,CCL,small,Fast Moving Consumer Goods,ranked
2019-06-01,CEATLTD,small,Automobile and Auto Components,ranked
2019-06-01,CELEBRITY,small,Textiles,ranked
2019-06-01,CEMPRO,small,Construction,no_shares
2019-06-01,CENTEXT,small,Capital Goods,ranked
2019-06-01,CENTUM,small,Capital Goods,ranked
2019-06-01,CENTURYPLY,small,Consumer Durables,ranked
2019-06-01,CERA,small,Consumer Durables,ranked
2019-06-01,CEREBRAINT,small,Information Technology,ranked
2019-06-01,CHALET,small,Consumer Services,ranked
2019-06-01,CHAMBLFERT,small,Chemicals,ranked
2019-06-01,CHENNPETRO,small,"Oil, Gas & Consumable Fuels",ranked
2019-06-01,CIEINDIA,small,Automobile and Auto Components,no_shares
2019-06-01,CINELINE,small,"Media, Entertainment & Publication",ranked
2019-06-01,CINEVISTA,small,Realty,ranked
2019-06-01,CIPLA,large,Healthcare,ranked
2019-06-01,CLEDUCATE,small,Consumer Services,ranked
2019-06-01,CMICABLES,small,Capital Goods,no_shares
2019-06-01,COALINDIA,large,"Oil, Gas & Consumable Fuels",ranked
2019-06-01,COCHINSHIP,mid,Capital Goods,ranked
2019-06-01,COFFEEDAY,small,Consumer Services,ranked
2019-06-01,COFORGE,mid,Information Technology,no_shares
2019-06-01,COLPAL,mid,Fast Moving Consumer Goods,ranked
2019-06-01,COMPUSOFT,small,Consumer Services,ranked
2019-06-01,CONCOR,mid,Services,ranked
2019-06-01,CONTROLPR,small,Information Technology,ranked
2019-06-01,CORDSCABLE,small,Capital Goods,ranked
2019-06-01,COROMANDEL,mid,Chemicals,ranked
2019-06-01,COSMOFIRST,small,Capital Goods,no_shares
2019-06-01,COUNCODOS,small,Realty,ranked
2019-06-01,CREATIVEYE,small,"Media, Entertainment & Publication",ranked
2019-06-01,CTE,small,Information Technology,ranked
2019-06-01,CUBEXTUB,small,Capital Goods,ranked
2019-06-01,CUMMINSIND,large,Capital Goods,ranked
2019-06-01,CYBERMEDIA,small,"Media, Entertainment & Publication",ranked
2019-06-01,CYBERTECH,small,Information Technology,ranked
2019-06-01,CYIENT,small,Information Technology,ranked
2019-06-01,DABUR,mid,Fast Moving Consumer Goods,ranked
2019-06-01,DALBHARAT,mid,Construction Materials,ranked
2019-06-01,DALMIASUG,small,Fast Moving Consumer Goods,ranked
2019-06-01,DAMODARIND,small,Textiles,no_shares
2019-06-01,DATAMATICS,small,Information Technology,ranked
2019-06-01,DBCORP,small,"Media, Entertainment & Publication",ranked
2019-06-01,DBL,small,Construction,ranked
2019-06-01,DBREALTY,small,Realty,ranked
2019-06-01,DCAL,small,Healthcare,ranked
2019-06-01,DCM,small,Information Technology,ranked
2019-06-01,DCMSHRIRAM,small,Diversified,ranked
2019-06-01,DCW,small,Chemicals,ranked
2019-06-01,DEEPAKFERT,small,Chemicals,ranked
2019-06-01,DEEPAKNTR,small,Chemicals,no_shares
2019-06-01,DELTACORP,small,Consumer Services,ranked
2019-06-01,DELTAMAGNT,small,Capital Goods,ranked
2019-06-01,DEN,small,"Media, Entertainment & Publication",ranked
2019-06-01,DENORA,small,Capital Goods,ranked
2019-06-01,DHAMPURSUG,small,Fast Moving Consumer Goods,ranked
2019-06-01,DHANUKA,small,Chemicals,ranked
2019-06-01,DIAMONDYD,small,Fast Moving Consumer Goods,ranked
2019-06-01,DICIND,small,Chemicals,ranked
2019-06-01,DIGISPICE,small,Information Technology,no_shares
2019-06-01,DISHTV,small,"Media, Entertainment & Publication",ranked
2019-06-01,DIVISLAB,large,Healthcare,ranked
2019-06-01,DIXON,mid,Consumer Durables,ranked
2019-06-01,DLF,large,Realty,ranked
2019-06-01,DLINKINDIA,small,Information Technology,ranked
2019-06-01,DMART,large,Consumer Services,ranked
2019-06-01,DNAMEDIA,small,"Media, Entertainment & Publication",ranked
2019-06-01,DOLLAR,small,Textiles,ranked
2019-06-01,DREDGECORP,small,Services,ranked
2019-06-01,DRREDDY,large,Healthcare,ranked
2019-06-01,DSKULKARNI,small,Realty,ranked
2019-06-01,DSSL,small,Information Technology,ranked
2019-06-01,DTIL,small,Fast Moving Consumer Goods,no_shares
2019-06-01,DVL,small,Capital Goods,ranked
2019-06-01,DWARKESH,small,Fast Moving Consumer Goods,ranked
2019-06-01,DYNAMATECH,small,Capital Goods,ranked
2019-06-01,DYNPRO,small,Chemicals,ranked
2019-06-01,EASTSILK,small,Textiles,ranked
2019-06-01,ECLERX,small,Services,ranked
2019-06-01,EICHERMOT,large,Automobile and Auto Components,ranked
2019-06-01,EIDPARRY,small,Fast Moving Consumer Goods,ranked
2019-06-01,EIHAHOTELS,small,Consumer Services,ranked
2019-06-01,EIHOTEL,small,Consumer Services,ranked
2019-06-01,EIMCOELECO,small,Capital Goods,ranked
2019-06-01,EKC,small,Capital Goods,ranked
2019-06-01,ELECON,small,Capital Goods,ranked
2019-06-01,ELECTCAST,small,Capital Goods,ranked
2019-06-01,ELECTHERM,small,Capital Goods,ranked
2019-06-01,ELGIEQUIP,small,Capital Goods,ranked
2019-06-01,ELGIRUBCO,small,Capital Goods,ranked
2019-06-01,EMAMILTD,small,Fast Moving Consumer Goods,ranked
2019-06-01,EMAMIREAL,small,Realty,ranked
2019-06-01,EMBDL,small,Realty,no_shares
2019-06-01,ENDURANCE,mid,Automobile and Auto Components,ranked
2019-06-01,ENGINERSIN,small,Construction,ranked
2019-06-01,ENIL,small,"Media, Entertainment & Publication",ranked
2019-06-01,EPL,small,Capital Goods,no_shares
2019-06-01,ERIS,small,Healthcare,ranked
2019-06-01,ESABINDIA,small,Capital Goods,ranked
2019-06-01,ESCORTS,mid,Capital Goods,ranked
2019-06-01,ESSARSHPNG,small,Services,ranked
2019-06-01,ESTER,small,Capital Goods,ranked
2019-06-01,EUROTEXIND,small,Textiles,ranked
2019-06-01,EVEREADY,small,Fast Moving Consumer Goods,ranked
2019-06-01,EVERESTIND,small,Construction Materials,ranked
2019-06-01,EXCELINDUS,small,Chemicals,ranked
2019-06-01,EXIDEIND,small,Automobile and Auto Components,ranked
2019-06-01,EXPLEOSOL,small,Information Technology,ranked
2019-06-01,FACT,mid,Chemicals,ranked
2019-06-01,FCL,small,Chemicals,ranked
2019-06-01,FCSSOFT,small,Information Technology,ranked
2019-06-01,FDC,small,Healthcare,ranked
2019-06-01,FIEMIND,small,Automobile and Auto Components,ranked
2019-06-01,FILATEX,small,Textiles,ranked
2019-06-01,FINCABLES,small,Capital Goods,ranked
2019-06-01,FINEORG,small,Chemicals,ranked
2019-06-01,FINPIPE,small,Capital Goods,no_shares
2019-06-01,FLEXITUFF,small,Textiles,ranked
2019-06-01,FLFL,small,Consumer Services,ranked
2019-06-01,FMGOETZE,small,Automobile and Auto Components,ranked
2019-06-01,FMNL,small,Services,ranked
2019-06-01,FORTIS,mid,Healthcare,ranked
2019-06-01,FSL,small,Services,ranked
2019-06-01,GAEL,small,Fast Moving Consumer Goods,ranked
2019-06-01,GAIL,large,"Oil, Gas & Consumable Fuels",ranked
2019-06-01,GALAXYSURF,small,Chemicals,ranked
2019-06-01,GALLANTT,small,Capital Goods,ranked
2019-06-01,GANDHITUBE,small,Capital Goods,ranked
2019-06-01,GANESHHOU,small,Realty,no_shares
2019-06-01,GANGESSECU,small,Fast Moving Consumer Goods,no_shares
2019-06-01,GARFIBRES,small,Textiles,ranked
2019-06-01,GAYAHWS,small,Services,ranked
2019-06-01,GAYAPROJ,small,Construction,ranked
2019-06-01,GEECEE,small,Realty,ranked
2019-06-01,GENESYS,small,Information Technology,ranked
2019-06-01,GENUSPAPER,small,Forest Materials,ranked
2019-06-01,GESHIP,small,Services,ranked
2019-06-01,GHCL,small,Chemicals,ranked
2019-06-01,GILLANDERS,small,Fast Moving Consumer Goods,ranked
2019-06-01,GILLETTE,small,Fast Moving Consumer Goods,ranked
2019-06-01,GINNIFILA,small,Textiles,ranked
2019-06-01,GLAXO,mid,Healthcare,ranked
2019-06-01,GLENMARK,mid,Healthcare,ranked
2019-06-01,GLOBALVECT,small,Services,ranked
2019-06-01,GLOBUSSPR,small,Fast Moving Consumer Goods,ranked
2019-06-01,GMBREW,small,Fast Moving Consumer Goods,ranked
2019-06-01,GMDCLTD,small,Metals & Mining,ranked
2019-06-01,GMMPFAUDLR,small,Capital Goods,no_shares
2019-06-01,GMRAIRPORT,mid,Services,no_shares
2019-06-01,GNA,small,Automobile and Auto Components,ranked
2019-06-01,GNFC,small,Chemicals,ranked
2019-06-01,GOACARBON,small,Metals & Mining,ranked
2019-06-01,GOCLCORP,small,Chemicals,no_shares
2019-06-01,GODFRYPHLP,mid,Fast Moving Consumer Goods,ranked
2019-06-01,GODREJAGRO,small,Fast Moving Consumer Goods,ranked
2019-06-01,GODREJCP,large,Fast Moving Consumer Goods,ranked
2019-06-01,GODREJIND,mid,Diversified,ranked
2019-06-01,GODREJPROP,mid,Realty,ranked
2019-06-01,GOKEX,small,Textiles,ranked
2019-06-01,GOKUL,small,Fast Moving Consumer Goods,ranked
2019-06-01,GOKULAGRO,small,Fast Moving Consumer Goods,ranked
2019-06-01,GOLDENTOBC,small,Realty,ranked
2019-06-01,GOLDIAM,small,Consumer Durables,ranked
2019-06-01,GOLDTECH,small,Information Technology,ranked
2019-06-01,GOODLUCK,small,Capital Goods,ranked
2019-06-01,GPPL,small,Services,ranked
2019-06-01,GPTINFRA,small,Construction,ranked
2019-06-01,GRANULES,small,Healthcare,ranked
2019-06-01,GRAPHITE,small,Capital Goods,ranked
2019-06-01,GRASIM,large,Construction Materials,ranked
2019-06-01,GRAVITA,small,Metals & Mining,ranked
2019-06-01,GREAVESCOT,small,Capital Goods,ranked
2019-06-01,GREENLAM,small,Consumer Durables,no_shares
2019-06-01,GREENPLY,small,Consumer Durables,ranked
2019-06-01,GRINDWELL,small,Capital Goods,ranked
2019-06-01,GROBTEA,small,Fast Moving Consumer Goods,ranked
2019-06-01,GRPLTD,small,Capital Goods,ranked
2019-06-01,GRSE,small,Capital Goods,ranked
2019-06-01,GSFC,small,Chemicals,ranked
2019-06-01,GSS,small,Information Technology,ranked
2019-06-01,GTL,small,Telecommunication,ranked
2019-06-01,GTLINFRA,small,Telecommunication,ranked
2019-06-01,GTPL,small,"Media, Entertainment & Publication",ranked
2019-06-01,GUJALKALI,small,Chemicals,ranked
2019-06-01,GUJAPOLLO,small,Capital Goods,ranked
2019-06-01,GUJENERGY,small,"Oil, Gas & Consumable Fuels",no_fetch
2019-06-01,GUJRAFFIA,small,Capital Goods,no_fetch
2019-06-01,GULFPETRO,small,"Oil, Gas & Consumable Fuels",ranked
2019-06-01,GVT&D,mid,Capital Goods,no_shares
2019-06-01,HAL,large,Capital Goods,ranked
2019-06-01,HALEOSLABS,small,Healthcare,no_fetch
2019-06-01,HARRMALAYA,small,Capital Goods,ranked
2019-06-01,HATHWAY,small,"Media, Entertainment & Publication",ranked
2019-06-01,HAVELLS,mid,Consumer Durables,ranked
2019-06-01,HAVISHA,small,Consumer Services,ranked
2019-06-01,HBLENGINE,small,Capital Goods,no_shares
2019-06-01,HCC,small,Construction,ranked
2019-06-01,HCG,small,Healthcare,ranked
2019-06-01,HCL-INSYS,small,Information Technology,ranked
2019-06-01,HCLTECH,large,Information Technology,ranked
2019-06-01,HDIL,small,Realty,ranked
2019-06-01,HEADSUP,small,Textiles,no_shares
2019-06-01,HEALTHX,small,Healthcare,no_fetch
2019-06-01,HEG,small,Capital Goods,ranked
2019-06-01,HEIDELBERG,small,Construction Materials,ranked
2019-06-01,HERITGFOOD,small,Fast Moving Consumer Goods,ranked
2019-06-01,HEROMOTOCO,large,Automobile and Auto Components,ranked
2019-06-01,HESTERBIO,small,Healthcare,ranked
2019-06-01,HFCL,small,Telecommunication,ranked
2019-06-01,HGINFRA,small,Construction,ranked
2019-06-01,HGM,small,Information Technology,no_shares
2019-06-01,HGS,small,Services,ranked
2019-06-01,HIKAL,small,Healthcare,ranked
2019-06-01,HILTON,small,Capital Goods,ranked
2019-06-01,HIMATSEIDE,small,Textiles,ranked
2019-06-01,HINDALCO,large,Metals & Mining,ranked
2019-06-01,HINDCOMPOS,small,Automobile and Auto Components,ranked
2019-06-01,HINDCOPPER,small,Metals & Mining,ranked
2019-06-01,HINDOILEXP,small,"Oil, Gas & Consumable Fuels",ranked
2019-06-01,HINDPETRO,mid,"Oil, Gas & Consumable Fuels",ranked
2019-06-01,HINDUNILVR,large,Fast Moving Consumer Goods,ranked
2019-06-01,HISARMETAL,small,Capital Goods,no_shares
2019-06-01,HITECH,small,Capital Goods,ranked
2019-06-01,HITECHCORP,small,Capital Goods,ranked
2019-06-01,HITECHGEAR,small,Automobile and Auto Components,ranked
2019-06-01,HLVLTD,small,Consumer Services,no_shares
2019-06-01,HMT,small,Capital Goods,ranked
2019-06-01,HMVL,small,"Media, Entertainment & Publication",ranked
2019-06-01,HONAUT,small,Capital Goods,ranked
2019-06-01,HSCL,small,Chemicals,ranked
2019-06-01,HTMEDIA,small,"Media, Entertainment & Publication",ranked
2019-06-01,HUBTOWN,small,Realty,ranked
2019-06-01,HUHTAMAKI,small,Capital Goods,no_shares
2019-06-01,IBULLSLTD,small,Services,no_shares
2019-06-01,ICDSLTD,small,Services,no_price
2019-06-01,ICIL,small,Textiles,ranked
2019-06-01,IDEA,mid,Telecommunication,ranked
2019-06-01,IFBAGRO,small,Fast Moving Consumer Goods,ranked
2019-06-01,IFBIND,small,Consumer Durables,ranked
2019-06-01,IFGLEXPOR,small,Capital Goods,ranked
2019-06-01,IGARASHI,small,Automobile and Auto Components,ranked
2019-06-01,IGPL,small,Chemicals,ranked
2019-06-01,IL&FSENGG,small,Construction,ranked
2019-06-01,IMAGICAA,small,Consumer Services,no_shares
2019-06-01,IMFA,small,Metals & Mining,ranked
2019-06-01,IMPAL,small,Automobile and Auto Components,ranked
2019-06-01,IMPEXFERRO,small,Metals & Mining,ranked
2019-06-01,INCREDIBLE,small,Capital Goods,no_shares
2019-06-01,INDHOTEL,large,Consumer Services,ranked
2019-06-01,INDIACEM,small,Construction Materials,ranked
2019-06-01,INDIAGLYCO,small,Fast Moving Consumer Goods,ranked
2019-06-01,INDIANCARD,small,Textiles,ranked
2019-06-01,INDIANHUME,small,Construction,ranked
2019-06-01,INDIGO,large,Services,ranked
2019-06-01,INDOCO,small,Healthcare,ranked
2019-06-01,INDORAMA,small,Textiles,ranked
2019-06-01,INDOTECH,small,Capital Goods,ranked
2019-06-01,INDRAMEDCO,small,Healthcare,ranked
2019-06-01,INDSWFTLAB,small,Healthcare,ranked
2019-06-01,INDTERRAIN,small,Textiles,ranked
2019-06-01,INDUSTOWER,mid,Telecommunication,no_shares
2019-06-01,INFOMEDIA,small,"Media, Entertainment & Publication",ranked
2019-06-01,INFY,large,Information Technology,ranked
2019-06-01,INGERRAND,small,Capital Goods,ranked
2019-06-01,INOXWIND,small,Capital Goods,ranked
2019-06-01,INSECTICID,small,Chemicals,ranked
2019-06-01,INSPIRISYS,small,Information Technology,ranked
2019-06-01,INTELLECT,small,Information Technology,ranked
2019-06-01,INTENTECH,small,Information Technology,ranked
2019-06-01,IOC,large,"Oil, Gas & Consumable Fuels",ranked
2019-06-01,IPCALAB,mid,Healthcare,ranked
2019-06-01,IRB,small,Construction,ranked
2019-06-01,IRCON,small,Construction,ranked
2019-06-01,ISFT,small,Consumer Services,ranked
2019-06-01,ITC,large,Fast Moving Consumer Goods,ranked
2019-06-01,ITDC,small,Consumer Services,ranked
2019-06-01,ITI,small,Telecommunication,ranked
2019-06-01,IVP,small,Chemicals,ranked
2019-06-01,IZMO,small,Information Technology,ranked
2019-06-01,JAGRAN,small,"Media, Entertainment & Publication",ranked
2019-06-01,JAGSNPHARM,small,Healthcare,ranked
2019-06-01,JAIBALAJI,small,Metals & Mining,ranked
2019-06-01,JAICORPLTD,small,Capital Goods,ranked
2019-06-01,JAMNAAUTO,small,Automobile and Auto Components,ranked
2019-06-01,JAYAGROGN,small,Chemicals,ranked
2019-06-01,JAYBARMARU,small,Automobile and Auto Components,ranked
2019-06-01,JAYNECOIND,small,Capital Goods,ranked
2019-06-01,JAYSREETEA,small,Fast Moving Consumer Goods,no_shares
2019-06-01,JBMA,small,Automobile and Auto Components,ranked
2019-06-01,JHS,small,Fast Moving Consumer Goods,ranked
2019-06-01,JINDALPOLY,small,Capital Goods,ranked
2019-06-01,JINDALSAW,small,Capital Goods,ranked
2019-06-01,JINDALSTEL,mid,Metals & Mining,ranked
2019-06-01,JINDRILL,small,"Oil, Gas & Consumable Fuels",ranked
2019-06-01,JINDWORLD,small,Textiles,ranked
2019-06-01,JISLJALEQS,small,Capital Goods,ranked
2019-06-01,JKCEMENT,mid,Construction Materials,ranked
2019-06-01,JKIL,small,Construction,ranked
2019-06-01,JKLAKSHMI,small,Construction Materials,ranked
2019-06-01,JKPAPER,small,Forest Materials,ranked
2019-06-01,JKTYRE,small,Automobile and Auto Components,ranked
2019-06-01,JMA,small,Automobile and Auto Components,ranked
2019-06-01,JOCIL,small,Chemicals,ranked
2019-06-01,JSL,mid,Metals & Mining,ranked
2019-06-01,JSWDULUX,small,Consumer Durables,no_fetch
2019-06-01,JSWSTEEL,large,Metals & Mining,ranked
2019-06-01,JTEKTINDIA,small,Automobile and Auto Components,ranked
2019-06-01,JUBLFOOD,mid,Consumer Services,ranked
2019-06-01,JUBLPHARMA,small,Healthcare,no_shares
2019-06-01,JUSTDIAL,small,Consumer Services,ranked
